NODE,X,Y
1,0.5297725623063133,0.1323595115601251
2,0.7652766512203765,0.21827287916858462
3,0.9858058221881205,0.45325392117859015
4,0.9063751044277285,0.3058760109875612
5,0.7353832361384166,0.19435101384209635
6,0.514417880958927,0.5638255792930887
7,0.4141684069351085,0.2776567471035379
8,0.7606626764546723,0.6353938352166059
9,0.298255283973193,0.29842055864667516
10,0.4887869560095622,0.4056611362317174
11,0.6351899948031824,0.3699790152378251
12,0.7024426751100297,0.5940949583430671
13,0.725847988329713,0.20454268677174828
14,0.5667803484273295,0.6629381285078508
15,0.9053018331534627,0.39563127668342585
16,0.5719575289805388,0.6038917346671948
17,0.6730556086467693,0.4450142131523281
18,0.9070965984825798,0.754719835368603
19,0.9371035767748921,0.5249911652415067
20,0.5279250377936315,0.10370468305695964
21,0.7967197161139434,0.7678825981878638
22,0.9140678299346239,0.31843190431996815
23,0.36004780877664,0.5189063444923202
24,0.3310217372295238,0.24228124149513322
25,0.44287980661795245,0.48542365717748015
26,0.8619377837405648,0.07097889879516568
27,0.846679617075784,0.0723069181565242
28,0.38858248196901485,0.6324805202497723
29,0.3271900770667114,0.24967649982879475
30,0.9510259265782105,0.2597237092835095
31,0.4415139069866942,0.1263522975091385
32,0.5413804539141679,0.4449280504750972
33,0.9276771067317684,0.5078334745758768
34,0.25997832614945493,0.33332782565831776
35,0.7594188100923561,0.3352554989637311
36,0.6847733082049766,0.27153778674961887
37,0.23453371244627552,0.4479231920068145
38,0.6425074688536869,0.10590521488213371
39,0.5921231592395013,0.152623414813097
40,0.6360552923260463,0.5581250825765215
41,0.5786219541532045,0.38690617884754736
42,0.534677394408246,0.10420693472513773
43,0.45554267282841326,0.7334708933772819
44,0.6602354440091698,0.2845529228684385
45,0.26704260725786194,0.3298505638199881
46,0.7535473816060596,0.5116420149889438
47,0.7472658165239112,0.18415795078219216
48,0.4725431584977679,0.6818167593625047
49,0.6929608451145786,0.24582262680589131
50,0.7682241490469303,0.18664072954444333
51,0.5849907616439258,0.1769232423453741
52,0.27157909126013374,0.22579848273258948
53,0.47060752302809883,0.18139992697507037
54,0.9374869346180573,0.3267433397769016
55,0.5556242394274636,0.6086768188190332
56,0.6275873266784476,0.2362040256214996
57,0.9342117300581689,0.4135016052313187
58,0.5463280770087712,0.11480531468951684
59,0.7738544916898463,0.09639717271570306
60,0.4932001266786585,0.34964498583441084
61,0.7144852214425479,0.24622004172751333
62,0.675187372765269,0.277594630541779
63,0.6964062282864724,0.6367692472148101
64,0.6555098206054093,0.19889936086826335
65,0.2524605247380058,0.22008455703775429
66,0.45451444505734406,0.16365490554206724
67,0.9039208656845414,0.10637933597689535
68,0.6452014696363644,0.20997938141439515
69,0.7492215955780065,0.48927377305548975
70,0.6778615639160844,0.36433601155466716
71,0.7619773708363826,0.34973275455851416
72,0.8096762032198297,0.5792171655340242
73,0.2800016527861427,0.2928913042585694
74,0.5432925312614238,0.14234690062554933
75,0.900801126481399,0.5235349682189008
76,0.8441955408458074,0.3946360293905699
77,0.6599332949069064,0.2065178439923218
78,0.4117764172367936,0.3752376462600679
79,0.6230788001068557,0.4285893657524537
80,0.3675948437232156,0.4446670156746273
81,0.8913112321469977,0.39708589187599574
82,0.6448396311565359,0.49158614929830186
83,0.5015950954964583,0.37001420999026646
84,0.7144119075965625,0.5012031001066882
85,0.7661694389754364,0.41671184419150786
86,0.4431957125827623,0.28962136795221943
87,0.6919676108446318,0.0
88,0.6375926976231143,0.2660393768198381
89,0.38028121967452155,0.3051757828480297
90,0.9197486424178011,0.6464136301774589
91,0.5500158069250296,0.6750809402556396
92,0.5565227508173298,0.738141517052428
93,0.6097979999871911,0.21770130780685742
94,0.2695562774428813,0.332506322733608
95,0.48640030294245445,0.27734918759290306
96,0.4505484502232266,0.5171696587379234
97,0.8892864187364744,0.19873570111915767
98,0.8823955278853757,0.4152836069878173
99,0.8681246780095112,0.2897671668414614
100,0.9852080408301036,0.3963159950322197
