NODE,X,Y
1,0.5297725623063133,0.1323595115601251
2,0.7652766512203765,0.21827287916858462
3,0.9858058221881205,0.45325392117859015
4,0.9063751044277285,0.3058760109875612
5,0.7353832361384166,0.19435101384209635
6,0.514417880958927,0.5638255792930887
7,0.4141684069351085,0.2776567471035379
8,0.7606626764546723,0.6353938352166059
9,0.298255283973193,0.29842055864667516
10,0.4887869560095622,0.4056611362317174
11,0.6351899948031824,0.3699790152378251
12,0.7024426751100297,0.5940949583430671
13,0.725847988329713,0.20454268677174828
14,0.5667803484273295,0.6629381285078508
15,0.9053018331534627,0.39563127668342585
16,0.5719575289805388,0.6038917346671948
17,0.6730556086467693,0.4450142131523281
18,0.9070965984825798,0.754719835368603
19,0.9371035767748921,0.5249911652415067
20,0.5279250377936315,0.10370468305695964
21,0.7967197161139434,0.7678825981878638
22,0.9140678299346239,0.31843190431996815
23,0.36004780877664,0.5189063444923202
24,0.3310217372295238,0.24228124149513322
25,0.44287980661795245,0.48542365717748015
26,0.8619377837405648,0.07097889879516568
27,0.846679617075784,0.0723069181565242
28,0.38858248196901485,0.6324805202497723
29,0.3271900770667114,0.24967649982879475
30,0.9510259265782105,0.2597237092835095
31,0.4415139069866942,0.1263522975091385
32,0.5413804539141679,0.4449280504750972
33,0.9276771067317684,0.5078334745758768
34,0.25997832614945493,0.33332782565831776
35,0.7594188100923561,0.3352554989637311
36,0.6847733082049766,0.27153778674961887
37,0.23453371244627552,0.4479231920068145
38,0.6425074688536869,0.10590521488213371
39,0.5921231592395013,0.152623414813097
40,0.6360552923260463,0.5581250825765215
41,0.5786219541532045,0.38690617884754736
42,0.534677394408246,0.10420693472513773
43,0.45554267282841326,0.7334708933772819
44,0.6602354440091698,0.2845529228684385
45,0.26704260725786194,0.3298505638199881
46,0.7535473816060596,0.5116420149889438
47,0.7472658165239112,0.18415795078219216
48,0.4725431584977679,0.6818167593625047
49,0.6929608451145786,0.24582262680589131
50,0.7682241490469303,0.18664072954444333
51,0.5849907616439258,0.1769232423453741
52,0.27157909126013374,0.22579848273258948
53,0.47060752302809883,0.18139992697507037
54,0.9374869346180573,0.3267433397769016
55,0.5556242394274636,0.6086768188190332
56,0.6275873266784476,0.2362040256214996
57,0.9342117300581689,0.4135016052313187
58,0.5463280770087712,0.11480531468951684
59,0.7738544916898463,0.09639717271570306
60,0.4932001266786585,0.34964498583441084
61,0.7144852214425479,0.24622004172751333
62,0.675187372765269,0.277594630541779
63,0.6964062282864724,0.6367692472148101
64,0.6555098206054093,0.19889936086826335
65,0.2524605247380058,0.22008455703775429
66,0.45451444505734406,0.16365490554206724
67,0.9039208656845414,0.10637933597689535
68,0.6452014696363644,0.20997938141439515
69,0.7492215955780065,0.48927377305548975
70,0.6778615639160844,0.36433601155466716
71,0.7619773708363826,0.34973275455851416
72,0.8096762032198297,0.5792171655340242
73,0.2800016527861427,0.2928913042585694
74,0.5432925312614238,0.14234690062554933
75,0.900801126481399,0.5235349682189008
76,0.8441955408458074,0.3946360293905699
77,0.6599332949069064,0.2065178439923218
78,0.4117764172367936,0.3752376462600679
79,0.6230788001068557,0.4285893657524537
80,0.3675948437232156,0.4446670156746273
81,0.8913112321469977,0.39708589187599574
82,0.6448396311565359,0.49158614929830186
83,0.5015950954964583,0.37001420999026646
84,0.7144119075965625,0.5012031001066882
85,0.7661694389754364,0.41671184419150786
86,0.4431957125827623,0.28962136795221943
87,0.6919676108446318,0.0
88,0.6375926976231143,0.2660393768198381
89,0.38028121967452155,0.3051757828480297
90,0.9197486424178011,0.6464136301774589
91,0.5500158069250296,0.6750809402556396
92,0.5565227508173298,0.738141517052428
93,0.6097979999871911,0.21770130780685742
94,0.2695562774428813,0.332506322733608
95,0.48640030294245445,0.27734918759290306
96,0.4505484502232266,0.5171696587379234
97,0.8892864187364744,0.19873570111915767
98,0.8823955278853757,0.4152836069878173
99,0.8681246780095112,0.2897671668414614
100,0.9852080408301036,0.3963159950322197
101,0.45272707000809054,0.6809673529871951
102,0.654978909975049,0.09119546097550385
103,0.4685934567635608,0.47040726833724156
104,0.5999969908537418,0.6191041110548613
105,0.581567080790917,0.19169751072681995
106,0.5204789799294256,0.26527886858503386
107,0.7656941899456424,0.32874565766726116
108,0.3789430912815455,0.6692453298699168
109,0.4855476871381155,0.6602586291614158
110,0.8269781949511154,0.4262123222892672
111,0.9057750732149216,0.08633152100959436
112,0.5139670091078085,0.26494518663361455
113,0.8190759723634136,0.6782444778332765
114,0.8619996821174983,0.6818013585754915
115,0.5290417115657593,0.12774559645022635
116,0.4054321113609346,0.4835762579532796
117,0.6653217123118893,0.4149084148953552
118,0.8277419808366495,0.15332489327897725
119,0.8742358887675478,0.4365027153513749
120,0.8281601019070981,0.7677673023004734
121,0.55268625300189,0.11666269159828013
122,0.5427905623231131,0.5698012966954419
123,0.6328043789013943,0.563257651831832
124,0.33488178987383627,0.46060246949587874
125,0.8653690175629177,0.20120988508450427
126,0.47939194373802135,0.38681244421972427
127,0.4770269395577654,0.3977965125694551
128,0.6419181875395276,0.12828612524824493
129,0.5081860039885909,0.15122916237150866
130,0.8371076430172756,0.1979523947155504
131,0.5187527368436708,0.7168915576243491
132,0.837196739449309,0.11357941295410183
133,0.381546799809418,0.6340124440556953
134,1.0,0.6701822340722677
135,0.48791410293008297,0.211372418007725
136,0.8399054835307272,0.33454377512858363
137,0.2506159776186562,0.40911390433710554
138,0.8742709533346791,0.39369221849152813
139,0.5372874443756368,0.14276120469148423
140,0.5597033837161777,0.16542791868205853
141,0.7312086614070822,0.2125864075238639
142,0.9566094727698912,0.10558684092416754
143,0.9348684744163756,0.723745970735729
144,0.5147213300431938,0.2607330980649894
145,0.6367509552440076,0.28928400211398614
146,0.794275361213011,0.6374475487284678
147,0.8062107175613814,0.326768100215652
148,0.7210288303296057,0.20677610723062242
149,0.48800739018645156,0.4846164130624554
150,0.3732990473097165,0.5892394203167537
151,0.43241240437873,0.5024050150063517
152,0.9253680879327999,0.08406520469993892
153,0.8722730157796049,0.32900226659855836
154,0.7650733345712271,0.31584894919747325
155,0.7593926865206003,0.731322923784268
156,0.5800724493183288,0.20360817818073956
157,0.804600406221859,0.3610604964734103
158,0.9198579952910954,0.3573511901426622
159,0.3582008061064945,0.24530777309772486
160,0.5700034177897635,0.33268179529040165
161,0.9812035111755028,0.7315639234321916
162,0.8493229503067063,0.12853023905757535
163,0.5227156623665643,0.13611816106174857
164,0.8386893005127174,0.6116999061940428
165,0.5135247160208068,0.08112055178437483
166,0.7001070499820276,0.4700318879279664
167,0.7754003899537806,0.19003152777430588
168,0.8810282498577595,0.7307403553079344
169,0.7864364080398109,0.3928040612012565
170,0.7560498223668388,0.584058818954575
171,0.40464079137089587,0.6257876628800972
172,0.7715840909910581,0.12285677618858776
173,0.3986050800074008,0.4374305601426411
174,0.6989404624754092,0.31071259388111694
175,0.26128392732062683,0.44042293809623884
176,0.7931868805713935,0.7546198419107619
177,0.9624622386259319,0.6389705980516374
178,0.9651180667935054,0.1486590639103834
179,0.24895026933948677,0.45368903900195706
180,0.43760442859366605,0.37431092285879947
181,0.7810001919332049,0.19177625514118476
182,0.4871367640563376,0.3339013267471092
183,0.3490204573174664,0.6082211679420575
184,0.42722397422766833,0.13939590360313064
185,0.585623775639089,0.5709450138218443
186,0.3980005804416028,0.3896748681248818
187,0.5494762935557227,0.3023879299240033
188,0.8193813577278531,0.7672143308280184
189,0.25641024598422285,0.3668845310162476
190,0.796797724364925,0.6419702825658237
191,0.7745072741402255,0.5764946868058445
192,0.34346083852954834,0.1990881586069398
193,0.29294558031416135,0.19227975169887154
194,0.30419149914173893,0.31653913291665875
195,0.5487767383518023,0.5783194083106068
196,0.9156420018606701,0.11416744074739847
197,0.578931429147144,0.5623973843796534
198,0.6888036040750711,0.31828930301974345
199,0.8289848865866731,0.1080099157290129
200,0.4509470897120415,0.6304395217358989
201,0.49409892361903723,0.46669868054773267
202,0.32313559621102683,0.4544386135259548
203,0.4772051396830021,0.3053902702067218
204,0.283766338008979,0.4722892599515963
205,0.4442481618760445,0.5730281922303442
206,0.36888133534690026,0.4053312713684418
207,0.5233529990914155,0.3503784678449968
208,0.4731504122639042,0.36088063654359226
209,0.28578982651531815,0.23483296741214618
210,0.48211053837192164,0.5015711950479542
211,0.4147521061905517,0.34017201837421535
212,0.5410915974786139,0.521121348319271
213,0.5510504861158668,0.40793276230902564
214,0.793891325336077,0.4060300903801324
215,0.845958564102848,0.6372044291006503
216,0.7036740057269635,0.45095094071986186
217,0.4403278322653411,0.1061003856420054
218,0.25592096957882465,0.26810238373209133
219,0.4424015234679805,0.6301655306617205
220,0.6913233290973808,0.45798805766819983
221,0.5306043284517619,0.15102022210264576
222,0.5157820588189692,0.5378420624744646
223,0.8804782243176067,0.6214163475697306
224,0.32423325712222595,0.36795517968309077
225,0.8947320482287089,0.41875684306979655
226,0.4624616306997312,0.39128632667572144
227,0.2762949010924692,0.4369894322737991
228,0.3308197409374729,0.42252016385268615
229,0.6327378600963391,0.39844469727179865
230,0.47222005017619106,0.4219513305226397
231,0.33842753636880857,0.4548986385827931
232,0.7077451326609604,0.34153190898801233
233,0.8312819124703363,0.16077608400605714
234,0.4495978884333537,0.24482727445237182
235,0.9615219134339784,0.11521456909438703
236,0.8817679533818805,0.20127426828653042
237,0.23140481342013688,0.41382407852135517
238,0.5717064155284962,0.3420572818020761
239,0.7937589562816366,0.7407633938855845
240,0.5688176588393955,0.5672646418794283
241,0.5065330518489851,0.4057448969825733
242,0.8824606974151379,0.3711503073768561
243,0.5880556323793931,0.43597547789925034
244,0.34299428140711,0.5479648493556897
245,0.2601341001694019,0.256095360734739
246,0.487060375118345,0.7220695381376294
247,0.5134360968172375,0.691573825068132
248,0.9349248837162243,0.38609159031488105
249,0.42325600891656606,0.5457513251661984
250,0.6288616232940625,0.12988530530590386
251,0.8266748340722789,0.31614056531383194
252,0.07032456013977062,0.53673888333968
253,0.7914533393128174,0.5487553665749166
254,0.6197343345927614,0.6900661900181125
255,0.3664438335940443,0.4675636625133691
256,0.7617910555502102,0.3107937709763283
257,0.5087087266557195,0.1659989509177686
258,0.8490141152696358,0.2557463180456615
259,0.6145822202917612,0.2620004508774691
260,0.7741422158281162,0.36519894282367255
261,0.33767807236863673,0.19299164155748685
262,0.5330353826319865,0.6384528857289641
263,0.8434977680881545,0.23867686976373434
264,0.44888291864205393,0.5018756078216563
265,0.36033532659206385,0.16246774252133783
266,0.6813376426782697,0.39689610091396776
267,0.6636291195782317,0.4084477861121334
268,0.4498366711558029,0.4576964344248645
269,0.7932078740255958,0.35419907000568474
270,0.9677020576876078,0.0911988280496182
271,0.920724012183059,0.5909101866430978
272,0.6480751669469246,0.7503596947194149
273,0.6416274985542838,0.49464895904950407
274,0.47322930376371053,0.6690336479794855
275,0.5050682142925434,0.43392081337798466
276,0.8063318415079399,0.6579039924977516
277,0.6947910774010075,0.4997029900092114
278,0.7388726973275669,0.25018454122684813
279,0.7813634507014597,0.27865880571566415
280,0.804361394550529,0.6760710686901876
281,0.3959699176735903,0.310685892689585
282,0.7496853647721047,0.7031668105238388
283,0.3754212317464934,0.5199761942682852
284,0.24864801914507587,0.4101500422152252
285,0.7522246788309783,0.07376248192640489
286,0.5253647040729962,0.09562595702531451
287,0.7429095990838593,0.501288514687201
288,0.6362631502513804,0.2708707821180357
289,0.5673362388041435,0.2677902050455697
290,0.7807788686319331,0.5924218382400643
291,0.7523502313051241,0.16669192487070902
292,0.7232182778758602,0.5472628087603624
293,0.6602867280046637,0.08019695390159062
294,0.5465377192234327,0.26782281088022464
295,0.24775858287136396,0.3187473456077019
296,0.6389936206957297,0.08754407961210836
297,0.4102509621057546,0.5460214466267764
298,0.6510922528670965,0.36224372759691975
299,0.9438638715570039,0.508969239871095
300,0.3004554578481967,0.35171142052386717
