step,cost,time
0,29.105443954467773,0.0
1,27.94187355041504,0.0003898143768310547
2,27.94187355041504,0.0004467964172363281
3,27.589893341064453,0.0007648468017578125
4,27.589893341064453,0.000823974609375
5,26.55286979675293,0.0011167526245117188
6,26.55286979675293,0.0011718273162841797
7,26.193965911865234,0.0014607906341552734
8,26.193965911865234,0.0015170574188232422
9,25.710317611694336,0.0018050670623779297
10,25.710317611694336,0.0018608570098876953
11,25.744977951049805,0.0021448135375976562
12,25.744977951049805,0.0022008419036865234
13,24.890840530395508,0.00249481201171875
14,24.890840530395508,0.0025527477264404297
15,24.417692184448242,0.002836942672729492
16,24.417692184448242,0.0028946399688720703
17,23.91960906982422,0.003178834915161133
18,23.91960906982422,0.0032358169555664062
19,23.05221176147461,0.0035200119018554688
20,23.05221176147461,0.0035767555236816406
21,22.31279754638672,0.003858804702758789
22,22.31279754638672,0.003914833068847656
23,21.914012908935547,0.004195690155029297
24,21.914012908935547,0.004251718521118164
25,21.551008224487305,0.0045318603515625
26,21.551008224487305,0.004586935043334961
27,20.846149444580078,0.004876852035522461
28,20.846149444580078,0.00493168830871582
29,20.796142578125,0.005224943161010742
30,20.796142578125,0.0052797794342041016
31,20.92116928100586,0.005571842193603516
32,20.92116928100586,0.005627870559692383
33,21.06613540649414,0.005908966064453125
34,21.06613540649414,0.005962848663330078
35,20.714447021484375,0.006242036819458008
36,20.714447021484375,0.0062978267669677734
37,21.308706283569336,0.006577730178833008
38,21.308706283569336,0.006632804870605469
39,20.714447021484375,0.00691986083984375
40,20.714447021484375,0.0069789886474609375
41,20.380781173706055,0.007257699966430664
42,20.380781173706055,0.007313728332519531
43,20.77933692932129,0.007592916488647461
44,20.77933692932129,0.007648944854736328
45,20.478286743164062,0.007937908172607422
46,20.478286743164062,0.007992744445800781
47,20.761842727661133,0.00827169418334961
48,20.761842727661133,0.00832676887512207
49,21.038022994995117,0.008607864379882812
50,21.038022994995117,0.00866389274597168
51,21.569074630737305,0.008943796157836914
52,21.569074630737305,0.008998870849609375
53,21.216720581054688,0.009276866912841797
54,21.216720581054688,0.009331941604614258
55,21.437694549560547,0.009611845016479492
56,21.437694549560547,0.009666919708251953
57,21.180723190307617,0.009946823120117188
58,21.180723190307617,0.010001897811889648
59,21.436992645263672,0.010283946990966797
60,21.436992645263672,0.010339021682739258
61,21.094329833984375,0.010640859603881836
62,21.094329833984375,0.010696887969970703
63,20.98259735107422,0.010983943939208984
64,20.98259735107422,0.011039972305297852
65,20.968708038330078,0.01131892204284668
66,20.968708038330078,0.011374711990356445
67,20.89006233215332,0.011655807495117188
68,20.89006233215332,0.011710882186889648
69,20.880661010742188,0.011991024017333984
70,20.880661010742188,0.012045860290527344
71,20.939449310302734,0.012325763702392578
72,20.939449310302734,0.012380838394165039
73,20.53739356994629,0.012661933898925781
74,20.53739356994629,0.012720823287963867
75,21.333797454833984,0.012998819351196289
76,21.333797454833984,0.013054847717285156
77,21.217426300048828,0.013345003128051758
78,21.217426300048828,0.013400077819824219
79,21.63601303100586,0.013679742813110352
80,21.63601303100586,0.013734817504882812
81,21.739070892333984,0.01401376724243164
82,21.739070892333984,0.014068841934204102
83,22.29708480834961,0.014348983764648438
84,22.29708480834961,0.014404773712158203
85,21.673765182495117,0.01469278335571289
86,21.673765182495117,0.014755010604858398
87,21.411916732788086,0.01503896713256836
88,21.411916732788086,0.015093803405761719
89,21.42666244506836,0.015375852584838867
90,21.42666244506836,0.015430688858032227
91,21.230464935302734,0.015709877014160156
92,21.230464935302734,0.015765905380249023
93,21.491626739501953,0.016052961349487305
94,21.491626739501953,0.016106843948364258
95,21.467411041259766,0.0163877010345459
96,21.467411041259766,0.01644277572631836
97,21.52695083618164,0.016722917556762695
98,21.52695083618164,0.016777992248535156
99,21.6351318359375,0.017055988311767578
100,21.6351318359375,0.01710987091064453
101,21.837459564208984,0.017400026321411133
102,21.837459564208984,0.017454862594604492
103,22.10242462158203,0.01773381233215332
104,22.10242462158203,0.01778888702392578
105,21.910280227661133,0.018068790435791016
106,21.910280227661133,0.018125057220458984
107,20.884870529174805,0.018405675888061523
108,20.884870529174805,0.018463850021362305
109,20.681591033935547,0.018755674362182617
110,20.681591033935547,0.018810749053955078
111,21.046375274658203,0.0190887451171875
112,21.046375274658203,0.01914381980895996
113,20.44940185546875,0.01943492889404297
114,20.44940185546875,0.01949000358581543
115,20.601776123046875,0.019767045974731445
116,20.601776123046875,0.01982283592224121
117,20.356464385986328,0.020100831985473633
118,20.356464385986328,0.020155906677246094
119,20.67825698852539,0.020441770553588867
120,20.67825698852539,0.020496845245361328
121,20.775196075439453,0.020779848098754883
122,20.775196075439453,0.02083563804626465
123,20.5187931060791,0.02111673355102539
124,20.5187931060791,0.021182775497436523
125,20.704240798950195,0.02147078514099121
126,20.704240798950195,0.021524906158447266
127,20.40011978149414,0.021803855895996094
128,20.40011978149414,0.021858930587768555
129,20.25737762451172,0.022139787673950195
130,20.25737762451172,0.022194862365722656
131,19.77914047241211,0.022473812103271484
132,19.77914047241211,0.02252984046936035
133,19.579879760742188,0.022809743881225586
134,19.579879760742188,0.022865772247314453
135,19.744361877441406,0.023144960403442383
136,19.744361877441406,0.023199796676635742
137,19.30364418029785,0.023485898971557617
138,19.30364418029785,0.023540973663330078
139,18.413768768310547,0.023829936981201172
140,18.413768768310547,0.023886680603027344
141,18.52215576171875,0.024167776107788086
142,18.52215576171875,0.024223804473876953
143,18.78812026977539,0.024501800537109375
144,18.78812026977539,0.024556875228881836
145,19.08436393737793,0.024835824966430664
146,19.08436393737793,0.024890661239624023
147,18.65428924560547,0.025168895721435547
148,18.65428924560547,0.025224924087524414
149,19.03176498413086,0.025507688522338867
150,19.03176498413086,0.025563716888427734
151,18.934614181518555,0.025841712951660156
152,18.934614181518555,0.025896787643432617
153,19.303043365478516,0.02617788314819336
154,19.303043365478516,0.02623271942138672
155,19.161128997802734,0.02652287483215332
156,19.161128997802734,0.026578903198242188
157,19.332603454589844,0.026857852935791016
158,19.332603454589844,0.026912927627563477
159,19.15789031982422,0.027191877365112305
160,19.15789031982422,0.027246713638305664
161,18.733644485473633,0.027525901794433594
162,18.733644485473633,0.027580738067626953
163,18.62596321105957,0.027859926223754883
164,18.62596321105957,0.027915000915527344
165,18.634740829467773,0.02819681167602539
166,18.634740829467773,0.02825188636779785
167,18.496126174926758,0.02853083610534668
168,18.496126174926758,0.028586864471435547
169,18.281612396240234,0.02886486053466797
170,18.281612396240234,0.02891993522644043
171,17.90561294555664,0.02921271324157715
172,17.90561294555664,0.029268980026245117
173,18.417362213134766,0.029547929763793945
174,18.417362213134766,0.02960371971130371
175,18.02840232849121,0.029884815216064453
176,18.02840232849121,0.02994084358215332
177,17.971683502197266,0.030221939086914062
178,17.971683502197266,0.030276775360107422
179,18.305084228515625,0.03055572509765625
180,18.305084228515625,0.030616044998168945
181,18.23204803466797,0.030893802642822266
182,18.23204803466797,0.030948877334594727
183,18.164812088012695,0.03123188018798828
184,18.164812088012695,0.03128790855407715
185,18.225421905517578,0.03156590461730957
186,18.225421905517578,0.03162074089050293
187,18.482219696044922,0.03191781044006348
188,18.482219696044922,0.031972646713256836
189,18.50474739074707,0.032254934310913086
190,18.50474739074707,0.03231000900268555
191,18.925752639770508,0.03258991241455078
192,18.925752639770508,0.03264474868774414
193,19.356538772583008,0.03292489051818848
194,19.356538772583008,0.03297996520996094
195,19.361291885375977,0.03325796127319336
196,19.361291885375977,0.03331303596496582
197,19.134737014770508,0.03359270095825195
198,19.134737014770508,0.03364872932434082
199,19.640480041503906,0.03392672538757324
200,19.640480041503906,0.03398489952087402
201,18.860843658447266,0.034265756607055664
202,18.860843658447266,0.034320831298828125
203,18.714046478271484,0.034607648849487305
204,18.714046478271484,0.034662723541259766
205,18.973546981811523,0.034941911697387695
206,18.973546981811523,0.034996986389160156
207,18.466867446899414,0.03527688980102539
208,18.466867446899414,0.035332679748535156
209,18.35493278503418,0.035614967346191406
210,18.35493278503418,0.03566884994506836
211,18.495220184326172,0.035948991775512695
212,18.495220184326172,0.03600573539733887
