method,m,i,step,cost,time
random,1,4,0,36.50355529785156,5.277792930603027
random,1,4,1,36.153907775878906,5.277792930603027
random,1,4,2,35.96935272216797,5.277792930603027
random,1,4,3,36.44692611694336,5.277792930603027
random,1,4,4,36.48072814941406,5.277792930603027
random,1,4,5,36.69491195678711,5.277792930603027
random,1,4,6,36.689056396484375,5.277792930603027
random,1,4,7,36.689056396484375,5.277792930603027
random,1,4,8,36.2840576171875,5.277792930603027
random,1,4,9,36.36955642700195,5.277792930603027
random,1,4,10,36.36955642700195,5.277792930603027
random,1,4,11,36.1270751953125,5.277792930603027
random,1,4,12,36.34708786010742,5.277792930603027
random,1,4,13,36.37309646606445,5.277792930603027
random,1,4,14,36.27075958251953,5.277792930603027
random,1,4,15,36.19093322753906,5.277792930603027
random,1,4,16,36.19093322753906,5.277792930603027
random,1,4,17,36.17351150512695,5.277792930603027
random,1,4,18,36.279109954833984,5.277792930603027
random,1,4,19,35.44879150390625,5.277792930603027
random,1,4,20,35.314537048339844,5.277792930603027
random,1,4,21,35.06776809692383,5.277792930603027
random,1,4,22,35.25532531738281,5.277792930603027
random,1,4,23,34.96971130371094,5.277792930603027
random,1,4,24,34.698482513427734,5.277792930603027
random,1,4,25,34.698482513427734,5.277792930603027
random,1,4,26,34.70683288574219,5.277792930603027
random,1,4,27,34.973907470703125,5.277792930603027
random,1,4,28,35.255027770996094,5.277792930603027
random,1,4,29,35.255027770996094,5.277792930603027
random,1,4,30,35.33240509033203,5.277792930603027
random,1,4,31,35.29047775268555,5.277792930603027
random,1,4,32,35.28706741333008,5.277792930603027
random,1,4,33,35.480735778808594,5.277792930603027
random,1,4,34,35.39419174194336,5.277792930603027
random,1,4,35,35.37578582763672,5.277792930603027
random,1,4,36,34.9526252746582,5.277792930603027
random,1,4,37,34.94941711425781,5.277792930603027
random,1,4,38,34.739891052246094,5.277792930603027
random,1,4,39,34.72011947631836,5.277792930603027
random,1,4,40,34.643104553222656,5.277792930603027
random,1,4,41,34.793174743652344,5.277792930603027
random,1,4,42,34.793174743652344,5.277792930603027
random,1,4,43,34.793174743652344,5.277792930603027
random,1,4,44,35.134857177734375,5.277792930603027
random,1,4,45,35.3293342590332,5.277792930603027
random,1,4,46,35.361385345458984,5.277792930603027
random,1,4,47,35.10163879394531,5.277792930603027
random,1,4,48,35.27947998046875,5.277792930603027
random,1,4,49,34.5618896484375,5.277792930603027
random,1,4,50,34.28535461425781,5.277792930603027
random,1,4,51,34.298892974853516,5.277792930603027
random,1,4,52,34.23377990722656,5.277792930603027
random,1,4,53,34.44533157348633,5.277792930603027
random,1,4,54,34.46783447265625,5.277792930603027
random,1,4,55,34.3941535949707,5.277792930603027
random,1,4,56,34.45915222167969,5.277792930603027
random,1,4,57,34.416038513183594,5.277792930603027
random,1,4,58,33.9298210144043,5.277792930603027
random,1,4,59,34.217079162597656,5.277792930603027
random,1,4,60,34.19670104980469,5.277792930603027
