method,m,i,step,cost,time
random,5,2,0,22.957351684570312,5.303499937057495
random,5,2,1,22.98890495300293,5.303499937057495
random,5,2,2,23.74407196044922,5.303499937057495
random,5,2,3,23.669647216796875,5.303499937057495
random,5,2,4,23.62095832824707,5.303499937057495
random,5,2,5,23.62095832824707,5.303499937057495
random,5,2,6,23.440082550048828,5.303499937057495
random,5,2,7,23.30306625366211,5.303499937057495
random,5,2,8,23.153085708618164,5.303499937057495
random,5,2,9,23.13288116455078,5.303499937057495
random,5,2,10,23.40850830078125,5.303499937057495
random,5,2,11,23.75698471069336,5.303499937057495
random,5,2,12,23.802133560180664,5.303499937057495
random,5,2,13,23.77324867248535,5.303499937057495
random,5,2,14,23.77324867248535,5.303499937057495
random,5,2,15,23.21481704711914,5.303499937057495
random,5,2,16,23.309640884399414,5.303499937057495
random,5,2,17,23.579181671142578,5.303499937057495
random,5,2,18,23.860313415527344,5.303499937057495
random,5,2,19,24.38088607788086,5.303499937057495
random,5,2,20,24.38088607788086,5.303499937057495
random,5,2,21,24.065673828125,5.303499937057495
random,5,2,22,24.211105346679688,5.303499937057495
random,5,2,23,23.95987319946289,5.303499937057495
random,5,2,24,23.43578338623047,5.303499937057495
random,5,2,25,23.86357879638672,5.303499937057495
random,5,2,26,23.51201629638672,5.303499937057495
random,5,2,27,23.76129722595215,5.303499937057495
random,5,2,28,23.759449005126953,5.303499937057495
random,5,2,29,24.089988708496094,5.303499937057495
random,5,2,30,24.65513801574707,5.303499937057495
random,5,2,31,24.842933654785156,5.303499937057495
random,5,2,32,24.504703521728516,5.303499937057495
random,5,2,33,24.510581970214844,5.303499937057495
random,5,2,34,24.510581970214844,5.303499937057495
random,5,2,35,23.66796112060547,5.303499937057495
random,5,2,36,23.64641761779785,5.303499937057495
random,5,2,37,23.778038024902344,5.303499937057495
random,5,2,38,24.29689598083496,5.303499937057495
random,5,2,39,24.32254409790039,5.303499937057495
random,5,2,40,24.319175720214844,5.303499937057495
random,5,2,41,24.03345489501953,5.303499937057495
random,5,2,42,24.21889877319336,5.303499937057495
random,5,2,43,24.21889877319336,5.303499937057495
random,5,2,44,24.21889877319336,5.303499937057495
random,5,2,45,24.368576049804688,5.303499937057495
random,5,2,46,24.368576049804688,5.303499937057495
random,5,2,47,23.514923095703125,5.303499937057495
random,5,2,48,23.479021072387695,5.303499937057495
random,5,2,49,23.479021072387695,5.303499937057495
random,5,2,50,23.80436897277832,5.303499937057495
random,5,2,51,23.669282913208008,5.303499937057495
random,5,2,52,23.543540954589844,5.303499937057495
random,5,2,53,23.44194984436035,5.303499937057495
random,5,2,54,23.36431312561035,5.303499937057495
random,5,2,55,23.630273818969727,5.303499937057495
random,5,2,56,23.025144577026367,5.303499937057495
random,5,2,57,23.353919982910156,5.303499937057495
random,5,2,58,22.463546752929688,5.303499937057495
random,5,2,59,22.526119232177734,5.303499937057495
random,5,2,60,22.421403884887695,5.303499937057495
random,5,2,61,22.19205665588379,5.303499937057495
random,5,2,62,22.489398956298828,5.303499937057495
random,5,2,63,22.61488914489746,5.303499937057495
random,5,2,64,22.61488914489746,5.303499937057495
random,5,2,65,22.30492401123047,5.303499937057495
random,5,2,66,22.004318237304688,5.303499937057495
random,5,2,67,21.938676834106445,5.303499937057495
random,5,2,68,22.317636489868164,5.303499937057495
random,5,2,69,22.387096405029297,5.303499937057495
random,5,2,70,22.08287239074707,5.303499937057495
random,5,2,71,22.218791961669922,5.303499937057495
random,5,2,72,21.814725875854492,5.303499937057495
random,5,2,73,21.829397201538086,5.303499937057495
random,5,2,74,21.608169555664062,5.303499937057495
random,5,2,75,21.909099578857422,5.303499937057495
random,5,2,76,21.909099578857422,5.303499937057495
random,5,2,77,22.042098999023438,5.303499937057495
random,5,2,78,21.941593170166016,5.303499937057495
random,5,2,79,21.94366455078125,5.303499937057495
random,5,2,80,22.082439422607422,5.303499937057495
random,5,2,81,22.082439422607422,5.303499937057495
random,5,2,82,22.016498565673828,5.303499937057495
random,5,2,83,22.009342193603516,5.303499937057495
random,5,2,84,22.15037727355957,5.303499937057495
random,5,2,85,21.55851173400879,5.303499937057495
random,5,2,86,21.831439971923828,5.303499937057495
random,5,2,87,22.57626724243164,5.303499937057495
random,5,2,88,22.57626724243164,5.303499937057495
random,5,2,89,22.244327545166016,5.303499937057495
random,5,2,90,21.938955307006836,5.303499937057495
random,5,2,91,21.93817901611328,5.303499937057495
random,5,2,92,21.80358123779297,5.303499937057495
random,5,2,93,21.780052185058594,5.303499937057495
