method,m,i,step,cost,time
sampled,5,2,0,35.621559143066406,50.645710945129395
sampled,5,2,1,35.1781005859375,50.645710945129395
sampled,5,2,2,34.974647521972656,50.645710945129395
sampled,5,2,3,34.71233367919922,50.645710945129395
sampled,5,2,4,34.434532165527344,50.645710945129395
sampled,5,2,5,34.314491271972656,50.645710945129395
sampled,5,2,6,33.49419403076172,50.645710945129395
sampled,5,2,7,32.75714111328125,50.645710945129395
sampled,5,2,8,32.40022659301758,50.645710945129395
sampled,5,2,9,31.80467987060547,50.645710945129395
sampled,5,2,10,31.85456085205078,50.645710945129395
sampled,5,2,11,31.582504272460938,50.645710945129395
sampled,5,2,12,30.94055938720703,50.645710945129395
sampled,5,2,13,30.61102294921875,50.645710945129395
sampled,5,2,14,30.900663375854492,50.645710945129395
sampled,5,2,15,30.74801254272461,50.645710945129395
sampled,5,2,16,30.940128326416016,50.645710945129395
sampled,5,2,17,30.737003326416016,50.645710945129395
sampled,5,2,18,30.30240249633789,50.645710945129395
sampled,5,2,19,30.160289764404297,50.645710945129395
sampled,5,2,20,30.489830017089844,50.645710945129395
sampled,5,2,21,30.421239852905273,50.645710945129395
sampled,5,2,22,30.07390594482422,50.645710945129395
sampled,5,2,23,30.000383377075195,50.645710945129395
sampled,5,2,24,30.019926071166992,50.645710945129395
sampled,5,2,25,29.521055221557617,50.645710945129395
sampled,5,2,26,29.204715728759766,50.645710945129395
sampled,5,2,27,28.923797607421875,50.645710945129395
sampled,5,2,28,29.350494384765625,50.645710945129395
sampled,5,2,29,28.850383758544922,50.645710945129395
sampled,5,2,30,28.551740646362305,50.645710945129395
sampled,5,2,31,28.740127563476562,50.645710945129395
sampled,5,2,32,28.69253921508789,50.645710945129395
sampled,5,2,33,29.08814239501953,50.645710945129395
sampled,5,2,34,28.985414505004883,50.645710945129395
sampled,5,2,35,29.463306427001953,50.645710945129395
sampled,5,2,36,29.217830657958984,50.645710945129395
sampled,5,2,37,30.067363739013672,50.645710945129395
sampled,5,2,38,29.859601974487305,50.645710945129395
sampled,5,2,39,29.048067092895508,50.645710945129395
sampled,5,2,40,28.570175170898438,50.645710945129395
sampled,5,2,41,28.24742317199707,50.645710945129395
sampled,5,2,42,28.327058792114258,50.645710945129395
sampled,5,2,43,27.822845458984375,50.645710945129395
sampled,5,2,44,27.8450927734375,50.645710945129395
sampled,5,2,45,27.810829162597656,50.645710945129395
sampled,5,2,46,27.699975967407227,50.645710945129395
sampled,5,2,47,27.681262969970703,50.645710945129395
sampled,5,2,48,27.793033599853516,50.645710945129395
sampled,5,2,49,27.688961029052734,50.645710945129395
sampled,5,2,50,27.748741149902344,50.645710945129395
sampled,5,2,51,27.792865753173828,50.645710945129395
sampled,5,2,52,27.177743911743164,50.645710945129395
sampled,5,2,53,27.86910057067871,50.645710945129395
sampled,5,2,54,28.104293823242188,50.645710945129395
sampled,5,2,55,28.010639190673828,50.645710945129395
sampled,5,2,56,27.949007034301758,50.645710945129395
sampled,5,2,57,27.95037078857422,50.645710945129395
sampled,5,2,58,28.261598587036133,50.645710945129395
sampled,5,2,59,28.30982208251953,50.645710945129395
sampled,5,2,60,28.16325569152832,50.645710945129395
sampled,5,2,61,28.06389808654785,50.645710945129395
sampled,5,2,62,27.935836791992188,50.645710945129395
sampled,5,2,63,28.717201232910156,50.645710945129395
sampled,5,2,64,28.950233459472656,50.645710945129395
sampled,5,2,65,28.425994873046875,50.645710945129395
sampled,5,2,66,28.16708755493164,50.645710945129395
sampled,5,2,67,28.580310821533203,50.645710945129395
sampled,5,2,68,28.95193862915039,50.645710945129395
sampled,5,2,69,28.89977264404297,50.645710945129395
sampled,5,2,70,29.50615692138672,50.645710945129395
sampled,5,2,71,30.27739715576172,50.645710945129395
sampled,5,2,72,29.871967315673828,50.645710945129395
sampled,5,2,73,30.34743881225586,50.645710945129395
sampled,5,2,74,29.520748138427734,50.645710945129395
sampled,5,2,75,29.08948516845703,50.645710945129395
sampled,5,2,76,28.866621017456055,50.645710945129395
sampled,5,2,77,28.473609924316406,50.645710945129395
sampled,5,2,78,28.326990127563477,50.645710945129395
sampled,5,2,79,28.200817108154297,50.645710945129395
sampled,5,2,80,28.002714157104492,50.645710945129395
sampled,5,2,81,27.591453552246094,50.645710945129395
sampled,5,2,82,27.94229507446289,50.645710945129395
sampled,5,2,83,27.881895065307617,50.645710945129395
sampled,5,2,84,27.593286514282227,50.645710945129395
sampled,5,2,85,27.775266647338867,50.645710945129395
sampled,5,2,86,27.6793212890625,50.645710945129395
sampled,5,2,87,27.713228225708008,50.645710945129395
sampled,5,2,88,27.976612091064453,50.645710945129395
sampled,5,2,89,27.895156860351562,50.645710945129395
sampled,5,2,90,28.278759002685547,50.645710945129395
sampled,5,2,91,28.239723205566406,50.645710945129395
sampled,5,2,92,28.09198570251465,50.645710945129395
sampled,5,2,93,28.56267547607422,50.645710945129395
sampled,5,2,94,28.767200469970703,50.645710945129395
sampled,5,2,95,28.43522834777832,50.645710945129395
sampled,5,2,96,28.199539184570312,50.645710945129395
sampled,5,2,97,28.009571075439453,50.645710945129395
sampled,5,2,98,27.832473754882812,50.645710945129395
sampled,5,2,99,28.215696334838867,50.645710945129395
sampled,5,2,100,28.05852508544922,50.645710945129395
sampled,5,2,101,27.880901336669922,50.645710945129395
sampled,5,2,102,27.436431884765625,50.645710945129395
sampled,5,2,103,27.564693450927734,50.645710945129395
sampled,5,2,104,27.59941291809082,50.645710945129395
sampled,5,2,105,27.595993041992188,50.645710945129395
sampled,5,2,106,27.415390014648438,50.645710945129395
sampled,5,2,107,27.112010955810547,50.645710945129395
sampled,5,2,108,26.93500328063965,50.645710945129395
sampled,5,2,109,26.89218521118164,50.645710945129395
sampled,5,2,110,27.504039764404297,50.645710945129395
sampled,5,2,111,26.72992515563965,50.645710945129395
sampled,5,2,112,26.496192932128906,50.645710945129395
sampled,5,2,113,26.49109649658203,50.645710945129395
sampled,5,2,114,26.891489028930664,50.645710945129395
sampled,5,2,115,26.901161193847656,50.645710945129395
sampled,5,2,116,26.966794967651367,50.645710945129395
sampled,5,2,117,27.069713592529297,50.645710945129395
sampled,5,2,118,27.280628204345703,50.645710945129395
sampled,5,2,119,26.919906616210938,50.645710945129395
sampled,5,2,120,26.918231964111328,50.645710945129395
sampled,5,2,121,26.71688461303711,50.645710945129395
sampled,5,2,122,27.70294952392578,50.645710945129395
