method,m,i,step,cost,time
sampled,2,2,0,24.243240356445312,2.5636770725250244
sampled,2,2,1,22.91176414489746,2.5636770725250244
sampled,2,2,2,21.421485900878906,2.5636770725250244
sampled,2,2,3,20.265884399414062,2.5636770725250244
sampled,2,2,4,19.091835021972656,2.5636770725250244
sampled,2,2,5,17.7429256439209,2.5636770725250244
sampled,2,2,6,16.96929359436035,2.5636770725250244
sampled,2,2,7,16.6135196685791,2.5636770725250244
sampled,2,2,8,15.618179321289062,2.5636770725250244
sampled,2,2,9,14.91218376159668,2.5636770725250244
sampled,2,2,10,14.631853103637695,2.5636770725250244
sampled,2,2,11,14.16971206665039,2.5636770725250244
sampled,2,2,12,13.586418151855469,2.5636770725250244
sampled,2,2,13,13.581355094909668,2.5636770725250244
sampled,2,2,14,13.029666900634766,2.5636770725250244
sampled,2,2,15,12.993671417236328,2.5636770725250244
sampled,2,2,16,13.229825019836426,2.5636770725250244
sampled,2,2,17,12.522220611572266,2.5636770725250244
sampled,2,2,18,12.375505447387695,2.5636770725250244
sampled,2,2,19,12.17037582397461,2.5636770725250244
sampled,2,2,20,11.910202026367188,2.5636770725250244
sampled,2,2,21,11.73220443725586,2.5636770725250244
sampled,2,2,22,11.399178504943848,2.5636770725250244
sampled,2,2,23,10.933234214782715,2.5636770725250244
sampled,2,2,24,10.333659172058105,2.5636770725250244
sampled,2,2,25,10.355053901672363,2.5636770725250244
sampled,2,2,26,10.96639633178711,2.5636770725250244
sampled,2,2,27,10.984119415283203,2.5636770725250244
sampled,2,2,28,10.974454879760742,2.5636770725250244
sampled,2,2,29,10.866293907165527,2.5636770725250244
sampled,2,2,30,10.254951477050781,2.5636770725250244
sampled,2,2,31,9.957168579101562,2.5636770725250244
sampled,2,2,32,9.950892448425293,2.5636770725250244
sampled,2,2,33,10.287074089050293,2.5636770725250244
sampled,2,2,34,10.076458930969238,2.5636770725250244
sampled,2,2,35,9.90212631225586,2.5636770725250244
sampled,2,2,36,9.680644989013672,2.5636770725250244
sampled,2,2,37,9.479436874389648,2.5636770725250244
sampled,2,2,38,9.398933410644531,2.5636770725250244
sampled,2,2,39,9.297300338745117,2.5636770725250244
sampled,2,2,40,9.229290008544922,2.5636770725250244
sampled,2,2,41,9.020143508911133,2.5636770725250244
sampled,2,2,42,8.516912460327148,2.5636770725250244
sampled,2,2,43,8.499137878417969,2.5636770725250244
sampled,2,2,44,8.499137878417969,2.5636770725250244
sampled,2,2,45,8.45533561706543,2.5636770725250244
sampled,2,2,46,8.735523223876953,2.5636770725250244
sampled,2,2,47,8.43695068359375,2.5636770725250244
sampled,2,2,48,8.394920349121094,2.5636770725250244
sampled,2,2,49,8.225446701049805,2.5636770725250244
sampled,2,2,50,8.101237297058105,2.5636770725250244
sampled,2,2,51,8.085134506225586,2.5636770725250244
sampled,2,2,52,7.7991485595703125,2.5636770725250244
sampled,2,2,53,7.785271644592285,2.5636770725250244
sampled,2,2,54,7.728877067565918,2.5636770725250244
sampled,2,2,55,7.758946418762207,2.5636770725250244
sampled,2,2,56,7.732556343078613,2.5636770725250244
sampled,2,2,57,7.732556343078613,2.5636770725250244
sampled,2,2,58,7.92495584487915,2.5636770725250244
sampled,2,2,59,7.600128650665283,2.5636770725250244
sampled,2,2,60,7.411028861999512,2.5636770725250244
sampled,2,2,61,7.404608249664307,2.5636770725250244
sampled,2,2,62,7.38341760635376,2.5636770725250244
sampled,2,2,63,7.623206615447998,2.5636770725250244
sampled,2,2,64,7.4636945724487305,2.5636770725250244
sampled,2,2,65,7.294353008270264,2.5636770725250244
sampled,2,2,66,7.294353008270264,2.5636770725250244
sampled,2,2,67,7.30027961730957,2.5636770725250244
sampled,2,2,68,7.000870704650879,2.5636770725250244
sampled,2,2,69,7.000870704650879,2.5636770725250244
sampled,2,2,70,6.990912437438965,2.5636770725250244
sampled,2,2,71,7.015012741088867,2.5636770725250244
sampled,2,2,72,7.090131759643555,2.5636770725250244
sampled,2,2,73,6.850342750549316,2.5636770725250244
sampled,2,2,74,6.596098899841309,2.5636770725250244
sampled,2,2,75,7.072005748748779,2.5636770725250244
sampled,2,2,76,7.072005748748779,2.5636770725250244
sampled,2,2,77,7.21732234954834,2.5636770725250244
sampled,2,2,78,7.240101337432861,2.5636770725250244
sampled,2,2,79,7.229571342468262,2.5636770725250244
sampled,2,2,80,7.238821029663086,2.5636770725250244
sampled,2,2,81,7.216042518615723,2.5636770725250244
sampled,2,2,82,7.329503059387207,2.5636770725250244
sampled,2,2,83,7.276654243469238,2.5636770725250244
sampled,2,2,84,7.067508697509766,2.5636770725250244
sampled,2,2,85,7.318152904510498,2.5636770725250244
sampled,2,2,86,7.372774124145508,2.5636770725250244
sampled,2,2,87,7.45073127746582,2.5636770725250244
sampled,2,2,88,7.756054878234863,2.5636770725250244
sampled,2,2,89,7.761713981628418,2.5636770725250244
sampled,2,2,90,8.087318420410156,2.5636770725250244
sampled,2,2,91,8.256659507751465,2.5636770725250244
sampled,2,2,92,8.461790084838867,2.5636770725250244
sampled,2,2,93,8.156466484069824,2.5636770725250244
sampled,2,2,94,8.29129409790039,2.5636770725250244
sampled,2,2,95,8.25000286102295,2.5636770725250244
sampled,2,2,96,8.403074264526367,2.5636770725250244
sampled,2,2,97,8.302314758300781,2.5636770725250244
sampled,2,2,98,8.214759826660156,2.5636770725250244
sampled,2,2,99,8.248600959777832,2.5636770725250244
sampled,2,2,100,7.954878330230713,2.5636770725250244
sampled,2,2,101,7.86305046081543,2.5636770725250244
sampled,2,2,102,7.8814826011657715,2.5636770725250244
sampled,2,2,103,7.897669792175293,2.5636770725250244
sampled,2,2,104,8.462449073791504,2.5636770725250244
sampled,2,2,105,8.543802261352539,2.5636770725250244
sampled,2,2,106,7.955816268920898,2.5636770725250244
sampled,2,2,107,7.974611282348633,2.5636770725250244
sampled,2,2,108,7.916444778442383,2.5636770725250244
sampled,2,2,109,7.916444778442383,2.5636770725250244
sampled,2,2,110,7.916444778442383,2.5636770725250244
sampled,2,2,111,7.957365036010742,2.5636770725250244
sampled,2,2,112,7.962188720703125,2.5636770725250244
sampled,2,2,113,7.887752056121826,2.5636770725250244
sampled,2,2,114,7.968200206756592,2.5636770725250244
sampled,2,2,115,7.942758560180664,2.5636770725250244
sampled,2,2,116,8.199000358581543,2.5636770725250244
sampled,2,2,117,8.017115592956543,2.5636770725250244
sampled,2,2,118,7.97684383392334,2.5636770725250244
sampled,2,2,119,7.970916748046875,2.5636770725250244
sampled,2,2,120,7.806725025177002,2.5636770725250244
sampled,2,2,121,7.458494663238525,2.5636770725250244
sampled,2,2,122,7.13615083694458,2.5636770725250244
sampled,2,2,123,7.022690296173096,2.5636770725250244
sampled,2,2,124,7.030583381652832,2.5636770725250244
sampled,2,2,125,7.055527687072754,2.5636770725250244
sampled,2,2,126,7.3193182945251465,2.5636770725250244
sampled,2,2,127,7.141026020050049,2.5636770725250244
sampled,2,2,128,7.266998291015625,2.5636770725250244
sampled,2,2,129,6.985587120056152,2.5636770725250244
sampled,2,2,130,7.006278038024902,2.5636770725250244
sampled,2,2,131,6.9197540283203125,2.5636770725250244
sampled,2,2,132,6.9197540283203125,2.5636770725250244
sampled,2,2,133,7.161802768707275,2.5636770725250244
sampled,2,2,134,7.108508586883545,2.5636770725250244
sampled,2,2,135,7.313211441040039,2.5636770725250244
sampled,2,2,136,7.293065071105957,2.5636770725250244
sampled,2,2,137,7.7749433517456055,2.5636770725250244
sampled,2,2,138,7.7166428565979,2.5636770725250244
sampled,2,2,139,7.528599739074707,2.5636770725250244
sampled,2,2,140,7.954227447509766,2.5636770725250244
sampled,2,2,141,7.781532287597656,2.5636770725250244
sampled,2,2,142,7.444173812866211,2.5636770725250244
sampled,2,2,143,7.202125549316406,2.5636770725250244
sampled,2,2,144,7.202125549316406,2.5636770725250244
sampled,2,2,145,7.192166328430176,2.5636770725250244
sampled,2,2,146,7.171475410461426,2.5636770725250244
sampled,2,2,147,7.227869033813477,2.5636770725250244
sampled,2,2,148,7.290478706359863,2.5636770725250244
sampled,2,2,149,7.645135402679443,2.5636770725250244
sampled,2,2,150,7.887184143066406,2.5636770725250244
sampled,2,2,151,7.887184143066406,2.5636770725250244
sampled,2,2,152,8.147406578063965,2.5636770725250244
sampled,2,2,153,7.888108253479004,2.5636770725250244
sampled,2,2,154,7.863548278808594,2.5636770725250244
sampled,2,2,155,7.7680253982543945,2.5636770725250244
sampled,2,2,156,7.8889570236206055,2.5636770725250244
sampled,2,2,157,7.906579971313477,2.5636770725250244
sampled,2,2,158,7.934695243835449,2.5636770725250244
sampled,2,2,159,7.800506591796875,2.5636770725250244
sampled,2,2,160,7.4827799797058105,2.5636770725250244
sampled,2,2,161,7.361023902893066,2.5636770725250244
sampled,2,2,162,7.361023902893066,2.5636770725250244
sampled,2,2,163,7.112179279327393,2.5636770725250244
sampled,2,2,164,7.176830291748047,2.5636770725250244
sampled,2,2,165,7.346418380737305,2.5636770725250244
sampled,2,2,166,7.37452507019043,2.5636770725250244
sampled,2,2,167,7.37452507019043,2.5636770725250244
sampled,2,2,168,7.318131446838379,2.5636770725250244
sampled,2,2,169,7.318131446838379,2.5636770725250244
sampled,2,2,170,7.365694522857666,2.5636770725250244
sampled,2,2,171,7.200030326843262,2.5636770725250244
sampled,2,2,172,7.049193859100342,2.5636770725250244
sampled,2,2,173,7.049193859100342,2.5636770725250244
sampled,2,2,174,7.112311363220215,2.5636770725250244
sampled,2,2,175,7.419881820678711,2.5636770725250244
sampled,2,2,176,7.491992950439453,2.5636770725250244
sampled,2,2,177,7.421133041381836,2.5636770725250244
sampled,2,2,178,7.421133041381836,2.5636770725250244
sampled,2,2,179,7.24509334564209,2.5636770725250244
sampled,2,2,180,7.24509334564209,2.5636770725250244
sampled,2,2,181,7.456413269042969,2.5636770725250244
sampled,2,2,182,7.362592697143555,2.5636770725250244
sampled,2,2,183,7.099620819091797,2.5636770725250244
sampled,2,2,184,7.3869733810424805,2.5636770725250244
sampled,2,2,185,7.443367004394531,2.5636770725250244
sampled,2,2,186,7.443367004394531,2.5636770725250244
sampled,2,2,187,7.453482627868652,2.5636770725250244
sampled,2,2,188,7.382876873016357,2.5636770725250244
sampled,2,2,189,7.382876873016357,2.5636770725250244
sampled,2,2,190,7.063168048858643,2.5636770725250244
