method,m,i,step,cost,time
random,2,5,0,37.12922668457031,3026.8645961284637
random,2,5,1,36.523048400878906,3026.8645961284637
random,2,5,2,36.03287887573242,3026.8645961284637
random,2,5,3,35.9709358215332,3026.8645961284637
random,2,5,4,35.93571090698242,3026.8645961284637
random,2,5,5,35.77402114868164,3026.8645961284637
random,2,5,6,35.988426208496094,3026.8645961284637
random,2,5,7,36.26847839355469,3026.8645961284637
random,2,5,8,36.159828186035156,3026.8645961284637
random,2,5,9,36.37629699707031,3026.8645961284637
random,2,5,10,36.37629699707031,3026.8645961284637
random,2,5,11,36.466129302978516,3026.8645961284637
random,2,5,12,35.82378387451172,3026.8645961284637
random,2,5,13,35.88360595703125,3026.8645961284637
random,2,5,14,35.9560661315918,3026.8645961284637
random,2,5,15,35.80998992919922,3026.8645961284637
random,2,5,16,35.76219940185547,3026.8645961284637
random,2,5,17,35.76219940185547,3026.8645961284637
random,2,5,18,35.653682708740234,3026.8645961284637
random,2,5,19,35.10913848876953,3026.8645961284637
random,2,5,20,35.10913848876953,3026.8645961284637
random,2,5,21,35.36440658569336,3026.8645961284637
random,2,5,22,35.23479080200195,3026.8645961284637
random,2,5,23,34.859947204589844,3026.8645961284637
random,2,5,24,34.698081970214844,3026.8645961284637
random,2,5,25,34.698081970214844,3026.8645961284637
random,2,5,26,34.84490203857422,3026.8645961284637
random,2,5,27,34.946563720703125,3026.8645961284637
random,2,5,28,35.041831970214844,3026.8645961284637
random,2,5,29,34.89512252807617,3026.8645961284637
random,2,5,30,34.79405975341797,3026.8645961284637
random,2,5,31,35.0941276550293,3026.8645961284637
random,2,5,32,34.879798889160156,3026.8645961284637
random,2,5,33,34.51008605957031,3026.8645961284637
random,2,5,34,34.4290771484375,3026.8645961284637
random,2,5,35,34.403282165527344,3026.8645961284637
random,2,5,36,34.112144470214844,3026.8645961284637
random,2,5,37,34.112144470214844,3026.8645961284637
random,2,5,38,34.03229904174805,3026.8645961284637
random,2,5,39,33.985565185546875,3026.8645961284637
random,2,5,40,33.985565185546875,3026.8645961284637
random,2,5,41,34.3087272644043,3026.8645961284637
random,2,5,42,34.17799377441406,3026.8645961284637
random,2,5,43,34.797874450683594,3026.8645961284637
random,2,5,44,34.68346405029297,3026.8645961284637
random,2,5,45,34.25429153442383,3026.8645961284637
random,2,5,46,33.24192428588867,3026.8645961284637
random,2,5,47,33.238433837890625,3026.8645961284637
random,2,5,48,33.2258186340332,3026.8645961284637
random,2,5,49,33.25114440917969,3026.8645961284637
random,2,5,50,33.35303497314453,3026.8645961284637
random,2,5,51,33.08039093017578,3026.8645961284637
random,2,5,52,33.22800064086914,3026.8645961284637
random,2,5,53,33.60084915161133,3026.8645961284637
random,2,5,54,33.498321533203125,3026.8645961284637
random,2,5,55,33.50139236450195,3026.8645961284637
random,2,5,56,33.6757698059082,3026.8645961284637
random,2,5,57,33.6757698059082,3026.8645961284637
random,2,5,58,33.75476837158203,3026.8645961284637
random,2,5,59,33.84394073486328,3026.8645961284637
random,2,5,60,33.83893585205078,3026.8645961284637
random,2,5,61,33.88220977783203,3026.8645961284637
random,2,5,62,34.335174560546875,3026.8645961284637
random,2,5,63,35.171409606933594,3026.8645961284637
random,2,5,64,35.21784210205078,3026.8645961284637
random,2,5,65,35.4322624206543,3026.8645961284637
random,2,5,66,35.41700744628906,3026.8645961284637
random,2,5,67,35.251251220703125,3026.8645961284637
random,2,5,68,35.10913848876953,3026.8645961284637
random,2,5,69,35.04850387573242,3026.8645961284637
random,2,5,70,35.01097106933594,3026.8645961284637
random,2,5,71,34.97023010253906,3026.8645961284637
random,2,5,72,35.221412658691406,3026.8645961284637
random,2,5,73,35.23085403442383,3026.8645961284637
random,2,5,74,34.843082427978516,3026.8645961284637
random,2,5,75,34.843082427978516,3026.8645961284637
random,2,5,76,34.843082427978516,3026.8645961284637
random,2,5,77,34.812400817871094,3026.8645961284637
random,2,5,78,34.73754119873047,3026.8645961284637
random,2,5,79,34.606483459472656,3026.8645961284637
random,2,5,80,34.87862014770508,3026.8645961284637
random,2,5,81,34.61109924316406,3026.8645961284637
random,2,5,82,34.562355041503906,3026.8645961284637
random,2,5,83,35.351417541503906,3026.8645961284637
random,2,5,84,35.18028259277344,3026.8645961284637
random,2,5,85,34.85973358154297,3026.8645961284637
random,2,5,86,34.19227600097656,3026.8645961284637
random,2,5,87,33.63488006591797,3026.8645961284637
random,2,5,88,33.25339126586914,3026.8645961284637
random,2,5,89,32.84986877441406,3026.8645961284637
random,2,5,90,32.54301452636719,3026.8645961284637
random,2,5,91,32.90072250366211,3026.8645961284637
random,2,5,92,32.87841796875,3026.8645961284637
random,2,5,93,31.930686950683594,3026.8645961284637
random,2,5,94,31.825271606445312,3026.8645961284637
random,2,5,95,32.01277542114258,3026.8645961284637
random,2,5,96,31.787004470825195,3026.8645961284637
random,2,5,97,31.790746688842773,3026.8645961284637
random,2,5,98,31.895172119140625,3026.8645961284637
random,2,5,99,31.962738037109375,3026.8645961284637
random,2,5,100,32.094974517822266,3026.8645961284637
random,2,5,101,32.231807708740234,3026.8645961284637
random,2,5,102,32.333396911621094,3026.8645961284637
random,2,5,103,32.494544982910156,3026.8645961284637
random,2,5,104,32.6408805847168,3026.8645961284637
random,2,5,105,33.058563232421875,3026.8645961284637
random,2,5,106,33.37544250488281,3026.8645961284637
random,2,5,107,33.365814208984375,3026.8645961284637
random,2,5,108,33.233924865722656,3026.8645961284637
random,2,5,109,33.03246307373047,3026.8645961284637
random,2,5,110,32.792449951171875,3026.8645961284637
random,2,5,111,33.427490234375,3026.8645961284637
random,2,5,112,33.427490234375,3026.8645961284637
random,2,5,113,33.02812957763672,3026.8645961284637
random,2,5,114,32.74922180175781,3026.8645961284637
random,2,5,115,32.74922180175781,3026.8645961284637
random,2,5,116,32.74922180175781,3026.8645961284637
random,2,5,117,32.53997039794922,3026.8645961284637
random,2,5,118,32.537986755371094,3026.8645961284637
random,2,5,119,32.582149505615234,3026.8645961284637
random,2,5,120,32.27666473388672,3026.8645961284637
random,2,5,121,32.33306121826172,3026.8645961284637
random,2,5,122,32.01015853881836,3026.8645961284637
random,2,5,123,31.273557662963867,3026.8645961284637
random,2,5,124,31.31250762939453,3026.8645961284637
random,2,5,125,31.118303298950195,3026.8645961284637
random,2,5,126,31.082931518554688,3026.8645961284637
random,2,5,127,31.325716018676758,3026.8645961284637
random,2,5,128,31.47101593017578,3026.8645961284637
random,2,5,129,31.46059799194336,3026.8645961284637
random,2,5,130,31.349964141845703,3026.8645961284637
random,2,5,131,31.55670166015625,3026.8645961284637
random,2,5,132,31.485490798950195,3026.8645961284637
random,2,5,133,31.47457504272461,3026.8645961284637
random,2,5,134,31.212434768676758,3026.8645961284637
random,2,5,135,32.02613067626953,3026.8645961284637
random,2,5,136,32.02613067626953,3026.8645961284637
random,2,5,137,31.93905258178711,3026.8645961284637
random,2,5,138,31.966747283935547,3026.8645961284637
random,2,5,139,31.966747283935547,3026.8645961284637
random,2,5,140,32.0589599609375,3026.8645961284637
random,2,5,141,32.401973724365234,3026.8645961284637
random,2,5,142,32.401973724365234,3026.8645961284637
random,2,5,143,32.112213134765625,3026.8645961284637
random,2,5,144,32.24925231933594,3026.8645961284637
random,2,5,145,32.12622833251953,3026.8645961284637
random,2,5,146,31.910572052001953,3026.8645961284637
random,2,5,147,31.873538970947266,3026.8645961284637
random,2,5,148,32.426048278808594,3026.8645961284637
random,2,5,149,32.4708251953125,3026.8645961284637
random,2,5,150,32.760223388671875,3026.8645961284637
random,2,5,151,32.83727264404297,3026.8645961284637
random,2,5,152,32.69526290893555,3026.8645961284637
random,2,5,153,32.69639587402344,3026.8645961284637
random,2,5,154,32.71126174926758,3026.8645961284637
random,2,5,155,32.94618225097656,3026.8645961284637
random,2,5,156,32.07897186279297,3026.8645961284637
random,2,5,157,32.33163833618164,3026.8645961284637
random,2,5,158,32.3614501953125,3026.8645961284637
random,2,5,159,32.88572311401367,3026.8645961284637
random,2,5,160,32.88572311401367,3026.8645961284637
random,2,5,161,32.183502197265625,3026.8645961284637
random,2,5,162,32.00210952758789,3026.8645961284637
random,2,5,163,32.07823181152344,3026.8645961284637
random,2,5,164,32.3465576171875,3026.8645961284637
random,2,5,165,32.33098602294922,3026.8645961284637
random,2,5,166,32.25308609008789,3026.8645961284637
random,2,5,167,32.38960266113281,3026.8645961284637
random,2,5,168,32.657447814941406,3026.8645961284637
random,2,5,169,32.70674514770508,3026.8645961284637
random,2,5,170,32.0530891418457,3026.8645961284637
random,2,5,171,32.468048095703125,3026.8645961284637
random,2,5,172,32.468048095703125,3026.8645961284637
random,2,5,173,32.686031341552734,3026.8645961284637
random,2,5,174,32.55327224731445,3026.8645961284637
random,2,5,175,32.73263168334961,3026.8645961284637
random,2,5,176,32.5059814453125,3026.8645961284637
random,2,5,177,32.695152282714844,3026.8645961284637
random,2,5,178,32.67201232910156,3026.8645961284637
random,2,5,179,33.034523010253906,3026.8645961284637
random,2,5,180,32.96367645263672,3026.8645961284637
random,2,5,181,32.95906448364258,3026.8645961284637
random,2,5,182,33.0777587890625,3026.8645961284637
random,2,5,183,33.005741119384766,3026.8645961284637
random,2,5,184,33.466278076171875,3026.8645961284637
random,2,5,185,34.15728759765625,3026.8645961284637
random,2,5,186,34.544532775878906,3026.8645961284637
random,2,5,187,34.87085723876953,3026.8645961284637
random,2,5,188,34.818809509277344,3026.8645961284637
random,2,5,189,34.791595458984375,3026.8645961284637
random,2,5,190,34.99629211425781,3026.8645961284637
random,2,5,191,35.170249938964844,3026.8645961284637
random,2,5,192,35.32367706298828,3026.8645961284637
random,2,5,193,35.32367706298828,3026.8645961284637
random,2,5,194,35.32367706298828,3026.8645961284637
random,2,5,195,35.433326721191406,3026.8645961284637
random,2,5,196,35.44337463378906,3026.8645961284637
random,2,5,197,35.279415130615234,3026.8645961284637
random,2,5,198,35.474143981933594,3026.8645961284637
random,2,5,199,35.39605712890625,3026.8645961284637
random,2,5,200,35.46854782104492,3026.8645961284637
random,2,5,201,35.62651824951172,3026.8645961284637
random,2,5,202,35.98993682861328,3026.8645961284637
random,2,5,203,35.96183395385742,3026.8645961284637
random,2,5,204,36.09394836425781,3026.8645961284637
random,2,5,205,36.03213882446289,3026.8645961284637
random,2,5,206,35.8120231628418,3026.8645961284637
random,2,5,207,35.72152328491211,3026.8645961284637
random,2,5,208,35.72152328491211,3026.8645961284637
random,2,5,209,35.661949157714844,3026.8645961284637
random,2,5,210,35.77214050292969,3026.8645961284637
random,2,5,211,35.77214050292969,3026.8645961284637
random,2,5,212,35.8238639831543,3026.8645961284637
random,2,5,213,36.37192916870117,3026.8645961284637
random,2,5,214,36.473175048828125,3026.8645961284637
random,2,5,215,36.3433837890625,3026.8645961284637
random,2,5,216,36.3433837890625,3026.8645961284637
random,2,5,217,36.154869079589844,3026.8645961284637
random,2,5,218,36.22625732421875,3026.8645961284637
random,2,5,219,36.22621154785156,3026.8645961284637
random,2,5,220,36.179725646972656,3026.8645961284637
random,2,5,221,35.95227813720703,3026.8645961284637
random,2,5,222,35.917396545410156,3026.8645961284637
random,2,5,223,36.14750289916992,3026.8645961284637
random,2,5,224,36.16220474243164,3026.8645961284637
random,2,5,225,36.20352554321289,3026.8645961284637
random,2,5,226,36.122642517089844,3026.8645961284637
random,2,5,227,36.00468444824219,3026.8645961284637
random,2,5,228,35.980377197265625,3026.8645961284637
random,2,5,229,35.970359802246094,3026.8645961284637
random,2,5,230,35.970359802246094,3026.8645961284637
random,2,5,231,35.81242370605469,3026.8645961284637
random,2,5,232,36.18662643432617,3026.8645961284637
random,2,5,233,36.099273681640625,3026.8645961284637
random,2,5,234,35.703819274902344,3026.8645961284637
random,2,5,235,35.51362609863281,3026.8645961284637
random,2,5,236,35.597320556640625,3026.8645961284637
random,2,5,237,35.545597076416016,3026.8645961284637
random,2,5,238,35.472801208496094,3026.8645961284637
random,2,5,239,35.552860260009766,3026.8645961284637
random,2,5,240,35.73662567138672,3026.8645961284637
random,2,5,241,35.73662567138672,3026.8645961284637
random,2,5,242,35.54994583129883,3026.8645961284637
random,2,5,243,35.63690185546875,3026.8645961284637
random,2,5,244,35.63690185546875,3026.8645961284637
random,2,5,245,35.99047088623047,3026.8645961284637
random,2,5,246,35.6577262878418,3026.8645961284637
random,2,5,247,35.33624267578125,3026.8645961284637
random,2,5,248,35.30181884765625,3026.8645961284637
random,2,5,249,35.138240814208984,3026.8645961284637
random,2,5,250,35.13824462890625,3026.8645961284637
random,2,5,251,35.285667419433594,3026.8645961284637
random,2,5,252,35.61784362792969,3026.8645961284637
random,2,5,253,35.226131439208984,3026.8645961284637
random,2,5,254,35.211395263671875,3026.8645961284637
random,2,5,255,34.998313903808594,3026.8645961284637
random,2,5,256,35.24071502685547,3026.8645961284637
random,2,5,257,35.23740768432617,3026.8645961284637
random,2,5,258,35.029632568359375,3026.8645961284637
random,2,5,259,35.04014587402344,3026.8645961284637
random,2,5,260,34.80859375,3026.8645961284637
random,2,5,261,34.68443298339844,3026.8645961284637
random,2,5,262,34.811622619628906,3026.8645961284637
random,2,5,263,35.07339096069336,3026.8645961284637
random,2,5,264,35.384761810302734,3026.8645961284637
random,2,5,265,35.37883377075195,3026.8645961284637
random,2,5,266,35.37883377075195,3026.8645961284637
random,2,5,267,35.15071487426758,3026.8645961284637
random,2,5,268,35.13102722167969,3026.8645961284637
random,2,5,269,35.22189712524414,3026.8645961284637
random,2,5,270,35.282596588134766,3026.8645961284637
random,2,5,271,35.282596588134766,3026.8645961284637
random,2,5,272,35.29450988769531,3026.8645961284637
random,2,5,273,35.097633361816406,3026.8645961284637
random,2,5,274,35.04939270019531,3026.8645961284637
random,2,5,275,35.1767692565918,3026.8645961284637
random,2,5,276,35.190006256103516,3026.8645961284637
random,2,5,277,35.398929595947266,3026.8645961284637
random,2,5,278,35.660152435302734,3026.8645961284637
random,2,5,279,35.10028839111328,3026.8645961284637
random,2,5,280,35.015357971191406,3026.8645961284637
random,2,5,281,35.17755889892578,3026.8645961284637
