method,m,i,step,cost,time
random,1,4,0,33.86235809326172,5.521242141723633
random,1,4,1,34.21531295776367,5.521242141723633
random,1,4,2,34.210609436035156,5.521242141723633
random,1,4,3,33.954673767089844,5.521242141723633
random,1,4,4,33.72561264038086,5.521242141723633
random,1,4,5,34.159114837646484,5.521242141723633
random,1,4,6,34.63205337524414,5.521242141723633
random,1,4,7,34.36233901977539,5.521242141723633
random,1,4,8,34.217105865478516,5.521242141723633
random,1,4,9,34.217105865478516,5.521242141723633
random,1,4,10,34.19419860839844,5.521242141723633
random,1,4,11,34.180946350097656,5.521242141723633
random,1,4,12,34.37651824951172,5.521242141723633
random,1,4,13,34.37651824951172,5.521242141723633
random,1,4,14,34.371280670166016,5.521242141723633
random,1,4,15,34.420841217041016,5.521242141723633
random,1,4,16,34.218685150146484,5.521242141723633
random,1,4,17,33.90996551513672,5.521242141723633
random,1,4,18,34.163917541503906,5.521242141723633
random,1,4,19,33.77088928222656,5.521242141723633
random,1,4,20,34.28220748901367,5.521242141723633
random,1,4,21,34.65409851074219,5.521242141723633
random,1,4,22,34.61527633666992,5.521242141723633
random,1,4,23,34.61654281616211,5.521242141723633
random,1,4,24,35.174644470214844,5.521242141723633
random,1,4,25,34.89873504638672,5.521242141723633
random,1,4,26,34.854454040527344,5.521242141723633
random,1,4,27,34.738426208496094,5.521242141723633
random,1,4,28,34.738426208496094,5.521242141723633
random,1,4,29,34.738426208496094,5.521242141723633
random,1,4,30,34.398536682128906,5.521242141723633
random,1,4,31,34.398536682128906,5.521242141723633
random,1,4,32,34.13272476196289,5.521242141723633
random,1,4,33,33.96959686279297,5.521242141723633
random,1,4,34,33.85639190673828,5.521242141723633
random,1,4,35,33.79462814331055,5.521242141723633
random,1,4,36,34.61982727050781,5.521242141723633
random,1,4,37,34.46609878540039,5.521242141723633
random,1,4,38,34.46609878540039,5.521242141723633
random,1,4,39,34.481117248535156,5.521242141723633
random,1,4,40,34.81774139404297,5.521242141723633
random,1,4,41,34.9185791015625,5.521242141723633
random,1,4,42,34.97697830200195,5.521242141723633
random,1,4,43,34.97697830200195,5.521242141723633
random,1,4,44,34.48939895629883,5.521242141723633
random,1,4,45,34.166297912597656,5.521242141723633
random,1,4,46,34.11369323730469,5.521242141723633
random,1,4,47,34.11369323730469,5.521242141723633
