method,m,i,step,cost,time
random,5,1,0,26.019065856933594,5.027427911758423
random,5,1,1,26.019065856933594,5.027427911758423
random,5,1,2,25.32741928100586,5.027427911758423
random,5,1,3,25.21495819091797,5.027427911758423
random,5,1,4,25.21495819091797,5.027427911758423
random,5,1,5,24.2707462310791,5.027427911758423
random,5,1,6,23.602581024169922,5.027427911758423
random,5,1,7,23.655349731445312,5.027427911758423
random,5,1,8,23.212717056274414,5.027427911758423
random,5,1,9,23.38239288330078,5.027427911758423
random,5,1,10,23.09230613708496,5.027427911758423
random,5,1,11,23.082176208496094,5.027427911758423
random,5,1,12,22.963733673095703,5.027427911758423
random,5,1,13,22.817115783691406,5.027427911758423
random,5,1,14,23.51681137084961,5.027427911758423
random,5,1,15,23.54153823852539,5.027427911758423
random,5,1,16,23.99976348876953,5.027427911758423
random,5,1,17,24.193984985351562,5.027427911758423
random,5,1,18,24.660266876220703,5.027427911758423
random,5,1,19,24.660266876220703,5.027427911758423
random,5,1,20,24.183021545410156,5.027427911758423
random,5,1,21,24.103816986083984,5.027427911758423
random,5,1,22,24.301340103149414,5.027427911758423
random,5,1,23,24.007699966430664,5.027427911758423
random,5,1,24,23.87784194946289,5.027427911758423
random,5,1,25,24.380172729492188,5.027427911758423
random,5,1,26,24.375808715820312,5.027427911758423
random,5,1,27,23.719730377197266,5.027427911758423
random,5,1,28,23.75147247314453,5.027427911758423
random,5,1,29,23.321077346801758,5.027427911758423
random,5,1,30,23.321077346801758,5.027427911758423
random,5,1,31,23.630882263183594,5.027427911758423
random,5,1,32,23.630882263183594,5.027427911758423
random,5,1,33,23.621746063232422,5.027427911758423
random,5,1,34,23.713191986083984,5.027427911758423
random,5,1,35,24.025070190429688,5.027427911758423
random,5,1,36,23.66910171508789,5.027427911758423
random,5,1,37,23.66910171508789,5.027427911758423
random,5,1,38,23.678449630737305,5.027427911758423
random,5,1,39,23.72262191772461,5.027427911758423
random,5,1,40,23.755268096923828,5.027427911758423
random,5,1,41,23.755268096923828,5.027427911758423
random,5,1,42,23.705154418945312,5.027427911758423
random,5,1,43,23.195140838623047,5.027427911758423
random,5,1,44,22.960359573364258,5.027427911758423
random,5,1,45,23.137388229370117,5.027427911758423
random,5,1,46,23.137388229370117,5.027427911758423
random,5,1,47,23.43143653869629,5.027427911758423
random,5,1,48,23.43143653869629,5.027427911758423
random,5,1,49,22.900291442871094,5.027427911758423
random,5,1,50,23.080219268798828,5.027427911758423
random,5,1,51,23.563810348510742,5.027427911758423
random,5,1,52,23.800357818603516,5.027427911758423
random,5,1,53,23.732563018798828,5.027427911758423
random,5,1,54,23.674697875976562,5.027427911758423
random,5,1,55,23.64866065979004,5.027427911758423
random,5,1,56,23.64866065979004,5.027427911758423
random,5,1,57,23.288623809814453,5.027427911758423
random,5,1,58,22.72803497314453,5.027427911758423
random,5,1,59,22.659969329833984,5.027427911758423
random,5,1,60,22.67131233215332,5.027427911758423
random,5,1,61,22.732807159423828,5.027427911758423
random,5,1,62,22.732807159423828,5.027427911758423
random,5,1,63,22.90749740600586,5.027427911758423
random,5,1,64,22.90749740600586,5.027427911758423
random,5,1,65,23.18396759033203,5.027427911758423
random,5,1,66,22.743206024169922,5.027427911758423
random,5,1,67,23.02604103088379,5.027427911758423
random,5,1,68,23.54073715209961,5.027427911758423
random,5,1,69,23.665712356567383,5.027427911758423
random,5,1,70,24.039926528930664,5.027427911758423
random,5,1,71,24.15277671813965,5.027427911758423
random,5,1,72,24.197660446166992,5.027427911758423
random,5,1,73,24.40475845336914,5.027427911758423
random,5,1,74,24.380746841430664,5.027427911758423
random,5,1,75,23.61933135986328,5.027427911758423
random,5,1,76,23.61884307861328,5.027427911758423
random,5,1,77,23.706377029418945,5.027427911758423
random,5,1,78,23.92243766784668,5.027427911758423
random,5,1,79,23.992826461791992,5.027427911758423
random,5,1,80,24.112445831298828,5.027427911758423
random,5,1,81,24.262697219848633,5.027427911758423
random,5,1,82,24.172122955322266,5.027427911758423
random,5,1,83,24.622053146362305,5.027427911758423
