method,m,i,step,cost,time
sampled,2,4,0,35.06563949584961,949.9775099754333
sampled,2,4,1,34.280399322509766,949.9775099754333
sampled,2,4,2,33.62526321411133,949.9775099754333
sampled,2,4,3,32.40736389160156,949.9775099754333
sampled,2,4,4,31.072742462158203,949.9775099754333
sampled,2,4,5,30.447872161865234,949.9775099754333
sampled,2,4,6,29.819576263427734,949.9775099754333
sampled,2,4,7,29.066329956054688,949.9775099754333
sampled,2,4,8,29.11690902709961,949.9775099754333
sampled,2,4,9,28.964616775512695,949.9775099754333
sampled,2,4,10,28.455852508544922,949.9775099754333
sampled,2,4,11,27.84172821044922,949.9775099754333
sampled,2,4,12,27.198566436767578,949.9775099754333
sampled,2,4,13,26.709396362304688,949.9775099754333
sampled,2,4,14,25.859113693237305,949.9775099754333
sampled,2,4,15,25.805316925048828,949.9775099754333
sampled,2,4,16,25.521745681762695,949.9775099754333
sampled,2,4,17,25.353496551513672,949.9775099754333
sampled,2,4,18,25.01468849182129,949.9775099754333
sampled,2,4,19,24.481155395507812,949.9775099754333
sampled,2,4,20,23.95755386352539,949.9775099754333
sampled,2,4,21,23.781768798828125,949.9775099754333
sampled,2,4,22,23.132068634033203,949.9775099754333
sampled,2,4,23,22.6162052154541,949.9775099754333
sampled,2,4,24,22.48063087463379,949.9775099754333
sampled,2,4,25,22.039764404296875,949.9775099754333
sampled,2,4,26,21.69643211364746,949.9775099754333
sampled,2,4,27,21.657373428344727,949.9775099754333
sampled,2,4,28,21.61846160888672,949.9775099754333
sampled,2,4,29,21.655033111572266,949.9775099754333
sampled,2,4,30,21.374601364135742,949.9775099754333
sampled,2,4,31,21.304752349853516,949.9775099754333
sampled,2,4,32,20.91046142578125,949.9775099754333
sampled,2,4,33,20.469030380249023,949.9775099754333
sampled,2,4,34,20.317184448242188,949.9775099754333
sampled,2,4,35,19.883947372436523,949.9775099754333
sampled,2,4,36,19.6796817779541,949.9775099754333
sampled,2,4,37,19.6796817779541,949.9775099754333
sampled,2,4,38,19.356956481933594,949.9775099754333
sampled,2,4,39,19.254791259765625,949.9775099754333
sampled,2,4,40,19.083471298217773,949.9775099754333
sampled,2,4,41,19.083471298217773,949.9775099754333
sampled,2,4,42,19.081727981567383,949.9775099754333
sampled,2,4,43,18.980365753173828,949.9775099754333
sampled,2,4,44,18.66395378112793,949.9775099754333
sampled,2,4,45,18.361265182495117,949.9775099754333
sampled,2,4,46,17.92121696472168,949.9775099754333
sampled,2,4,47,17.895708084106445,949.9775099754333
sampled,2,4,48,17.771272659301758,949.9775099754333
sampled,2,4,49,17.70662498474121,949.9775099754333
sampled,2,4,50,17.543285369873047,949.9775099754333
sampled,2,4,51,17.27056884765625,949.9775099754333
sampled,2,4,52,17.236793518066406,949.9775099754333
sampled,2,4,53,17.162935256958008,949.9775099754333
sampled,2,4,54,16.519790649414062,949.9775099754333
sampled,2,4,55,16.347457885742188,949.9775099754333
sampled,2,4,56,16.056058883666992,949.9775099754333
sampled,2,4,57,15.970638275146484,949.9775099754333
sampled,2,4,58,15.914798736572266,949.9775099754333
sampled,2,4,59,15.928247451782227,949.9775099754333
sampled,2,4,60,16.010528564453125,949.9775099754333
sampled,2,4,61,15.682843208312988,949.9775099754333
sampled,2,4,62,15.529096603393555,949.9775099754333
sampled,2,4,63,15.172863006591797,949.9775099754333
sampled,2,4,64,15.246044158935547,949.9775099754333
sampled,2,4,65,15.362829208374023,949.9775099754333
sampled,2,4,66,15.051956176757812,949.9775099754333
sampled,2,4,67,14.922029495239258,949.9775099754333
sampled,2,4,68,14.8670072555542,949.9775099754333
sampled,2,4,69,14.883792877197266,949.9775099754333
sampled,2,4,70,14.883792877197266,949.9775099754333
sampled,2,4,71,15.280277252197266,949.9775099754333
sampled,2,4,72,15.30994987487793,949.9775099754333
sampled,2,4,73,15.351394653320312,949.9775099754333
sampled,2,4,74,15.158662796020508,949.9775099754333
sampled,2,4,75,15.283571243286133,949.9775099754333
sampled,2,4,76,15.092065811157227,949.9775099754333
sampled,2,4,77,15.525579452514648,949.9775099754333
sampled,2,4,78,15.417516708374023,949.9775099754333
sampled,2,4,79,15.370942115783691,949.9775099754333
sampled,2,4,80,15.09506893157959,949.9775099754333
sampled,2,4,81,15.085147857666016,949.9775099754333
sampled,2,4,82,14.976153373718262,949.9775099754333
sampled,2,4,83,15.174880027770996,949.9775099754333
sampled,2,4,84,15.137991905212402,949.9775099754333
sampled,2,4,85,15.137991905212402,949.9775099754333
sampled,2,4,86,15.259649276733398,949.9775099754333
sampled,2,4,87,15.259649276733398,949.9775099754333
sampled,2,4,88,14.661197662353516,949.9775099754333
sampled,2,4,89,14.507861137390137,949.9775099754333
sampled,2,4,90,14.954343795776367,949.9775099754333
sampled,2,4,91,14.984344482421875,949.9775099754333
sampled,2,4,92,14.812480926513672,949.9775099754333
sampled,2,4,93,15.076911926269531,949.9775099754333
sampled,2,4,94,15.043922424316406,949.9775099754333
sampled,2,4,95,15.29109001159668,949.9775099754333
sampled,2,4,96,15.166311264038086,949.9775099754333
sampled,2,4,97,15.440658569335938,949.9775099754333
sampled,2,4,98,15.366340637207031,949.9775099754333
sampled,2,4,99,15.324804306030273,949.9775099754333
sampled,2,4,100,15.110870361328125,949.9775099754333
sampled,2,4,101,14.913999557495117,949.9775099754333
sampled,2,4,102,14.764588356018066,949.9775099754333
sampled,2,4,103,14.531168937683105,949.9775099754333
sampled,2,4,104,14.531168937683105,949.9775099754333
sampled,2,4,105,14.5156831741333,949.9775099754333
sampled,2,4,106,14.570655822753906,949.9775099754333
sampled,2,4,107,14.570655822753906,949.9775099754333
sampled,2,4,108,14.570655822753906,949.9775099754333
sampled,2,4,109,14.726263999938965,949.9775099754333
